slice_file_name,fold,class,vds,ClassID,C6
vds15_0427_7_1.wav,fold7,7,15,1,1
vds15_0427_7_2.wav,fold7,7,15,1,1
vds15_0427_7_3.wav,fold7,7,15,1,1
vds15_0427_7_4.wav,fold7,7,15,1,1
vds15_0427_7_5.wav,fold7,7,15,1,1
vds15_0427_7_6.wav,fold7,7,15,1,1
vds15_0427_7_7.wav,fold7,7,15,1,1
vds15_0427_7_8.wav,fold7,7,15,1,1
vds15_0427_7_9.wav,fold7,7,15,1,1
vds15_0427_7_10.wav,fold7,7,15,1,1
vds15_0427_7_11.wav,fold7,7,15,1,1
vds15_0427_7_12.wav,fold7,7,15,1,1
vds15_0427_7_13.wav,fold7,7,15,1,1
vds15_0427_7_14.wav,fold7,7,15,1,1
vds15_0427_7_15.wav,fold7,7,15,1,1
vds15_0427_7_16.wav,fold7,7,15,1,1
vds15_0427_7_17.wav,fold7,7,15,1,1
vds15_0427_7_18.wav,fold7,7,15,1,1
vds15_0427_7_19.wav,fold7,7,15,1,1
vds15_0427_7_20.wav,fold7,7,15,1,1
vds15_0427_7_21.wav,fold7,7,15,1,1
vds15_0427_7_22.wav,fold7,7,15,1,1
vds15_0427_7_23.wav,fold7,7,15,1,1
vds15_0427_7_24.wav,fold7,7,15,1,1
vds15_0427_7_25.wav,fold7,7,15,1,1
vds15_0427_7_26.wav,fold7,7,15,1,1
vds15_0427_7_27.wav,fold7,7,15,1,1
vds15_0427_7_28.wav,fold7,7,15,1,1
vds15_0427_7_29.wav,fold7,7,15,1,1
vds15_0427_7_30.wav,fold7,7,15,1,1
vds15_0427_7_31.wav,fold7,7,15,1,1
vds15_0427_7_32.wav,fold7,7,15,1,1
vds15_0427_7_33.wav,fold7,7,15,1,1
vds15_0427_7_34.wav,fold7,7,15,1,1
vds15_0427_7_35.wav,fold7,7,15,1,1
vds15_0427_7_36.wav,fold7,7,15,1,1
vds15_0427_7_37.wav,fold7,7,15,1,1
vds15_0427_7_38.wav,fold7,7,15,1,1
vds15_0427_7_39.wav,fold7,7,15,1,1
vds15_0427_7_40.wav,fold7,7,15,1,1
vds15_0427_7_41.wav,fold7,7,15,1,1
vds15_0427_7_42.wav,fold7,7,15,1,1
vds15_0427_7_43.wav,fold7,7,15,1,1
vds15_0427_7_44.wav,fold7,7,15,1,1
vds15_0427_7_45.wav,fold7,7,15,1,1
vds15_0427_7_46.wav,fold7,7,15,1,1
vds15_0427_7_47.wav,fold7,7,15,1,1
vds15_0427_7_48.wav,fold7,7,15,1,1
vds15_0427_7_49.wav,fold7,7,15,1,1
vds15_0427_7_50.wav,fold7,7,15,1,1
vds15_0427_7_51.wav,fold7,7,15,1,1
vds15_0427_7_52.wav,fold7,7,15,1,1
vds15_0427_7_53.wav,fold7,7,15,1,1
vds15_0427_7_54.wav,fold7,7,15,1,1
vds15_0427_7_55.wav,fold7,7,15,1,1
vds15_0427_7_56.wav,fold7,7,15,1,1
vds15_0427_7_57.wav,fold7,7,15,1,1
vds15_0427_7_58.wav,fold7,7,15,1,1
vds15_0427_7_59.wav,fold7,7,15,1,1
vds15_0427_7_60.wav,fold7,7,15,1,1
vds15_0427_7_61.wav,fold7,7,15,1,1
vds15_0427_7_62.wav,fold7,7,15,1,1
vds15_0427_7_63.wav,fold7,7,15,1,1
vds15_0427_7_64.wav,fold7,7,15,1,1
vds15_0427_7_65.wav,fold7,7,15,1,1
vds15_0427_7_66.wav,fold7,7,15,1,1
vds15_0427_7_67.wav,fold7,7,15,1,1
vds15_0427_7_68.wav,fold7,7,15,1,1
vds15_0427_7_69.wav,fold7,7,15,1,1
vds15_0427_7_70.wav,fold7,7,15,1,1
vds15_0427_7_71.wav,fold7,7,15,1,1
vds15_0427_7_72.wav,fold7,7,15,1,1
vds15_0427_7_73.wav,fold7,7,15,1,1
vds15_0427_7_74.wav,fold7,7,15,1,1
vds15_0427_7_75.wav,fold7,7,15,1,1
vds15_0427_7_76.wav,fold7,7,15,1,1
vds15_0427_7_77.wav,fold7,7,15,1,1
vds15_0427_7_78.wav,fold7,7,15,1,1
vds15_0427_7_79.wav,fold7,7,15,1,1
vds15_0427_7_80.wav,fold7,7,15,1,1
vds15_0427_7_81.wav,fold7,7,15,1,1
vds15_0427_7_82.wav,fold7,7,15,1,1
vds15_0427_7_83.wav,fold7,7,15,1,1
vds15_0427_7_84.wav,fold7,7,15,1,1
vds15_0427_7_85.wav,fold7,7,15,1,1
vds15_0427_7_86.wav,fold7,7,15,1,1
vds15_0427_7_87.wav,fold7,7,15,1,1
vds15_0427_7_88.wav,fold7,7,15,1,1
vds15_0427_7_89.wav,fold7,7,15,1,1
vds15_0427_7_90.wav,fold7,7,15,1,1
vds15_0427_7_91.wav,fold7,7,15,1,1
vds15_0427_7_92.wav,fold7,7,15,1,1
vds15_0427_7_93.wav,fold7,7,15,1,1
vds15_0427_7_94.wav,fold7,7,15,1,1
vds15_0427_7_95.wav,fold7,7,15,1,1
vds15_0427_7_96.wav,fold7,7,15,1,1
vds15_0427_7_97.wav,fold7,7,15,1,1
vds15_0427_7_98.wav,fold7,7,15,1,1
vds15_0427_7_99.wav,fold7,7,15,1,1
vds15_0427_7_100.wav,fold7,7,15,1,1
vds15_0427_7_101.wav,fold7,7,15,1,1
vds15_0427_7_102.wav,fold7,7,15,1,1
vds15_0427_7_103.wav,fold7,7,15,1,1
vds15_0427_7_104.wav,fold7,7,15,1,1
vds15_0427_7_105.wav,fold7,7,15,1,1
vds15_0427_7_106.wav,fold7,7,15,1,1
vds15_0427_7_107.wav,fold7,7,15,1,1
vds15_0427_7_108.wav,fold7,7,15,1,1
vds15_0427_7_109.wav,fold7,7,15,1,1
vds15_0427_7_110.wav,fold7,7,15,1,1
vds15_0427_7_111.wav,fold7,7,15,1,1
vds15_0427_7_112.wav,fold7,7,15,1,1
vds15_0427_7_113.wav,fold7,7,15,1,1
vds15_0427_7_114.wav,fold7,7,15,1,1
vds15_0427_7_115.wav,fold7,7,15,1,1
vds15_0427_7_116.wav,fold7,7,15,1,1
vds15_0427_7_117.wav,fold7,7,15,1,1
vds15_0427_7_118.wav,fold7,7,15,1,1
vds15_0427_7_119.wav,fold7,7,15,1,1
vds15_0427_7_120.wav,fold7,7,15,1,1
vds15_0427_7_121.wav,fold7,7,15,1,1
vds15_0427_7_122.wav,fold7,7,15,1,1
vds15_0427_7_123.wav,fold7,7,15,1,1
vds15_0427_7_124.wav,fold7,7,15,1,1
vds15_0427_7_125.wav,fold7,7,15,1,1
vds15_0427_7_126.wav,fold7,7,15,1,1
vds15_0427_7_127.wav,fold7,7,15,1,1
vds15_0427_7_128.wav,fold7,7,15,1,1
vds15_0427_7_129.wav,fold7,7,15,1,1
vds15_0427_7_130.wav,fold7,7,15,1,1
vds15_0427_7_131.wav,fold7,7,15,1,1
vds15_0427_7_132.wav,fold7,7,15,1,1
vds15_0427_7_133.wav,fold7,7,15,1,1
vds15_0427_7_134.wav,fold7,7,15,1,1
vds15_0427_7_135.wav,fold7,7,15,1,1
vds15_0427_7_136.wav,fold7,7,15,1,1
vds15_0427_7_137.wav,fold7,7,15,1,1
vds15_0427_7_138.wav,fold7,7,15,1,1
vds15_0427_7_139.wav,fold7,7,15,1,1
vds15_0427_7_140.wav,fold7,7,15,1,1
vds15_0427_7_141.wav,fold7,7,15,1,1
vds15_0427_7_142.wav,fold7,7,15,1,1
vds15_0427_7_143.wav,fold7,7,15,1,1
vds15_0427_7_144.wav,fold7,7,15,1,1
vds15_0427_7_145.wav,fold7,7,15,1,1
vds15_0427_7_146.wav,fold7,7,15,1,1
vds15_0427_7_147.wav,fold7,7,15,1,1
vds15_0427_7_148.wav,fold7,7,15,1,1
vds15_0427_7_149.wav,fold7,7,15,1,1
vds15_0427_7_150.wav,fold7,7,15,1,1
vds15_0427_7_151.wav,fold7,7,15,1,1
vds15_0427_7_152.wav,fold7,7,15,1,1
vds15_0427_7_153.wav,fold7,7,15,1,1
vds15_0427_7_154.wav,fold7,7,15,1,1
vds15_0427_7_155.wav,fold7,7,15,1,1
vds15_0427_7_156.wav,fold7,7,15,1,1
vds15_0427_7_157.wav,fold7,7,15,1,1
vds15_0427_7_158.wav,fold7,7,15,1,1
vds15_0427_7_159.wav,fold7,7,15,1,1
vds15_0427_7_160.wav,fold7,7,15,1,1
vds15_0427_7_161.wav,fold7,7,15,1,1
vds15_0427_7_162.wav,fold7,7,15,1,1
vds15_0427_7_163.wav,fold7,7,15,1,1
vds15_0427_7_164.wav,fold7,7,15,1,1
vds15_0427_7_165.wav,fold7,7,15,1,1
vds15_0427_7_166.wav,fold7,7,15,1,1
vds15_0427_7_167.wav,fold7,7,15,1,1
vds15_0427_7_168.wav,fold7,7,15,1,1
vds15_0427_7_169.wav,fold7,7,15,1,1
vds15_0427_7_170.wav,fold7,7,15,1,1
vds15_0427_7_171.wav,fold7,7,15,1,1
vds15_0427_7_172.wav,fold7,7,15,1,1
vds15_0427_7_173.wav,fold7,7,15,1,1
vds15_0427_7_174.wav,fold7,7,15,1,1
vds15_0427_7_175.wav,fold7,7,15,1,1
vds15_0427_7_176.wav,fold7,7,15,1,1
vds15_0427_7_177.wav,fold7,7,15,1,1
vds15_0427_7_178.wav,fold7,7,15,1,1
vds15_0427_7_179.wav,fold7,7,15,1,1
vds15_0427_7_180.wav,fold7,7,15,1,1
vds15_0427_7_181.wav,fold7,7,15,1,1
vds15_0427_7_182.wav,fold7,7,15,1,1
vds15_0427_7_183.wav,fold7,7,15,1,1
vds15_0427_7_184.wav,fold7,7,15,1,1
vds15_0427_7_185.wav,fold7,7,15,1,1
vds15_0427_7_186.wav,fold7,7,15,1,1
vds15_0427_7_187.wav,fold7,7,15,1,1
vds15_0427_7_188.wav,fold7,7,15,1,1
vds15_0427_7_189.wav,fold7,7,15,1,1
vds15_0427_7_190.wav,fold7,7,15,1,1
vds15_0427_7_191.wav,fold7,7,15,1,1
vds15_0427_7_192.wav,fold7,7,15,1,1
vds15_0427_7_193.wav,fold7,7,15,1,1
vds15_0427_7_194.wav,fold7,7,15,1,1
vds15_0427_7_195.wav,fold7,7,15,1,1
vds15_0427_7_196.wav,fold7,7,15,1,1
vds15_0427_7_197.wav,fold7,7,15,1,1
vds15_0427_7_198.wav,fold7,7,15,1,1
vds15_0427_7_199.wav,fold7,7,15,1,1
vds15_0427_7_200.wav,fold7,7,15,1,1
